pedido_id,route_id,stop_id,station_code,fecha,hora_salida_utc,tipo_parada,lat,lng,zone_id,distancia_deposito_km,num_paquetes,volumen_total_m3,volumen_promedio_m3,tiempo_servicio_seg,tiene_ventana_horaria,duracion_ventana_min,secuencia_real,capacidad_vehiculo_m3,retrasado_estimado
AMZ-05338,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,XE,DSE2,2018-08-16,14:22:59,Dropoff,47.61003,-122.300897,C-1.1H,7.816,1,0.0092,0.0092,70.0,0,0.0,17,3.3131,0
AMZ-05339,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,XJ,DSE2,2018-08-16,14:22:59,Dropoff,47.607501,-122.297858,C-1.1G,7.609,2,0.0147,0.0073,116.0,0,0.0,8,3.3131,0
AMZ-05340,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,XK,DSE2,2018-08-16,14:22:59,Dropoff,47.609021,-122.295905,C-1.2G,7.815,1,0.0133,0.0133,76.0,0,0.0,103,3.3131,0
AMZ-05341,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,XM,DSE2,2018-08-16,14:22:59,Dropoff,47.612941,-122.299712,C-1.1J,8.151,1,0.0157,0.0157,75.0,0,0.0,27,3.3131,0
AMZ-05342,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,XV,DSE2,2018-08-16,14:22:59,Dropoff,47.609022,-122.302233,C-1.2H,7.682,1,0.0005,0.0005,68.0,0,0.0,1,3.3131,0
AMZ-05343,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,XY,DSE2,2018-08-16,14:22:59,Dropoff,47.609496,-122.292634,C-1.1E,7.944,4,0.04,0.01,18.8,0,0.0,85,3.3131,0
AMZ-05344,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,XZ,DSE2,2018-08-16,14:22:59,Dropoff,47.613323,-122.294897,C-1.1D,8.293,2,0.0079,0.004,94.5,0,0.0,76,3.3131,0
AMZ-05345,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,YB,DSE2,2018-08-16,14:22:59,Dropoff,47.607535,-122.298884,C-1.1G,7.59,2,0.0954,0.0477,55.5,0,0.0,7,3.3131,0
AMZ-05346,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,YG,DSE2,2018-08-16,14:22:59,Dropoff,47.612065,-122.301451,C-1.2J,8.024,4,0.0648,0.0162,50.8,0,0.0,22,3.3131,0
AMZ-05347,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,YH,DSE2,2018-08-16,14:22:59,Dropoff,47.61467,-122.288182,C-1.2C,8.598,3,0.0247,0.0082,38.7,0,0.0,61,3.3131,0
AMZ-05348,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,YJ,DSE2,2018-08-16,14:22:59,Dropoff,47.611236,-122.300126,C-1.1H,7.96,1,0.0038,0.0038,52.0,0,0.0,16,3.3131,0
AMZ-05349,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,YX,DSE2,2018-08-16,14:22:59,Dropoff,47.614541,-122.287066,C-1.1C,8.614,2,0.0036,0.0018,111.5,0,0.0,52,3.3131,0
AMZ-05350,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,ZB,DSE2,2018-08-16,14:22:59,Dropoff,47.609583,-122.296208,C-1.2E,7.867,2,0.0043,0.0022,56.5,0,0.0,94,3.3131,0
AMZ-05351,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,ZF,DSE2,2018-08-16,14:22:59,Dropoff,47.616305,-122.28922,C-1.2C,8.743,2,0.0044,0.0022,28.0,0,0.0,59,3.3131,0
AMZ-05352,RouteID_58ca4f5c-4b2e-4575-b6d0-37ad29eb08f0,ZH,DSE2,2018-08-16,14:22:59,Dropoff,47.609422,-122.29494,C-1.2E,7.88,2,0.0142,0.0071,32.5,0,0.0,92,3.3131,0
AMZ-05353,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,AB,DAU1,2018-07-22,14:32:00,Dropoff,30.17934,-97.922324,B-11.3G,35.942,3,0.0255,0.0085,36.7,0,0.0,80,4.2475,1
AMZ-05354,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,AE,DAU1,2018-07-22,14:32:00,Dropoff,30.186578,-97.924395,B-11.2J,35.398,3,0.0082,0.0027,44.3,0,0.0,47,4.2475,1
AMZ-05355,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,AH,DAU1,2018-07-22,14:32:00,Dropoff,30.188816,-97.924733,B-12.2J,35.215,1,0.0053,0.0053,25.0,0,0.0,30,4.2475,0
AMZ-05356,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,AO,DAU1,2018-07-22,14:32:00,Dropoff,30.181025,-97.919424,B-11.1H,35.63,1,0.0057,0.0057,26.0,0,0.0,68,4.2475,0
AMZ-05357,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,AP,DAU1,2018-07-22,14:32:00,Dropoff,30.191896,-97.915946,B-11.1D,34.446,1,0.0095,0.0095,25.0,0,0.0,104,4.2475,0
AMZ-05358,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,AQ,DAU1,2018-07-22,14:32:00,Dropoff,30.160952,-97.941382,B-11.2C,38.667,2,0.0127,0.0063,34.0,0,0.0,122,4.2475,0
AMZ-05359,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,AR,DAU1,2018-07-22,14:32:00,Dropoff,30.204531,-97.92886,B-12.2H,34.059,1,0.0057,0.0057,60.0,0,0.0,11,4.2475,0
AMZ-05360,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,AT,DAU1,2018-07-22,14:32:00,Dropoff,30.153951,-97.936157,B-11.1C,39.025,1,0.0134,0.0134,25.0,0,0.0,138,4.2475,0
AMZ-05361,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,AX,DAU1,2018-07-22,14:32:00,Dropoff,30.188225,-97.922128,B-11.1J,35.123,1,0.0449,0.0449,49.0,0,0.0,39,4.2475,0
AMZ-05362,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,BB,DAU1,2018-07-22,14:32:00,Dropoff,30.212958,-97.91506,B-12.1H,32.506,3,0.0184,0.0061,47.0,0,0.0,8,4.2475,1
AMZ-05363,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,BE,DAU1,2018-07-22,14:32:00,Dropoff,30.18493,-97.918279,B-11.3E,35.21,1,0.0057,0.0057,48.0,0,0.0,89,4.2475,0
AMZ-05364,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,BG,DAU1,2018-07-22,14:32:00,Dropoff,30.18536,-97.924594,B-11.3J,35.52,2,0.0213,0.0106,38.5,0,0.0,51,4.2475,0
AMZ-05365,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,BH,DAU1,2018-07-22,14:32:00,Dropoff,30.206016,-97.935247,B-12.3H,34.313,1,0.0104,0.0104,47.0,0,0.0,22,4.2475,0
AMZ-05366,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,BK,DAU1,2018-07-22,14:32:00,Dropoff,30.181589,-97.92733,B-11.3H,36.014,3,0.0727,0.0242,24.0,0,0.0,58,4.2475,1
AMZ-05367,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,BO,DAU1,2018-07-22,14:32:00,Dropoff,30.183204,-97.934233,B-11.3D,36.258,1,0.0053,0.0053,45.0,0,0.0,110,4.2475,0
AMZ-05368,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,BP,DAU1,2018-07-22,14:32:00,Dropoff,30.161271,-97.9378,B-11.1C,38.441,1,0.0242,0.0242,30.0,0,0.0,141,4.2475,0
AMZ-05369,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,BU,DAU1,2018-07-22,14:32:00,Dropoff,30.185338,-97.927481,B-11.3H,35.684,2,0.0205,0.0103,35.0,0,0.0,54,4.2475,0
AMZ-05370,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,BY,DAU1,2018-07-22,14:32:00,Dropoff,30.187967,-97.926346,B-12.3J,35.383,2,0.0283,0.0141,32.5,0,0.0,27,4.2475,0
AMZ-05371,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,CM,DAU1,2018-07-22,14:32:00,Dropoff,30.187636,-97.920943,B-12.1J,35.11,1,0.0023,0.0023,30.0,0,0.0,34,4.2475,0
AMZ-05372,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,CV,DAU1,2018-07-22,14:32:00,Dropoff,30.188237,-97.924308,B-12.2J,35.244,2,0.014,0.007,27.5,0,0.0,31,4.2475,0
AMZ-05373,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,DG,DAU1,2018-07-22,14:32:00,Dropoff,30.18437,-97.927204,B-11.3H,35.755,1,0.0038,0.0038,30.0,0,0.0,55,4.2475,0
AMZ-05374,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,DJ,DAU1,2018-07-22,14:32:00,Dropoff,30.156781,-97.933706,B-11.1C,38.632,1,0.0015,0.0015,40.0,0,0.0,136,4.2475,0
AMZ-05375,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,DK,DAU1,2018-07-22,14:32:00,Dropoff,30.185619,-97.959978,B-11.3A,37.574,1,0.0037,0.0037,40.0,0,0.0,159,4.2475,0
AMZ-05376,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,DQ,DAU1,2018-07-22,14:32:00,Dropoff,30.188921,-97.914735,B-11.1E,34.651,3,0.0616,0.0205,16.0,0,0.0,97,4.2475,1
AMZ-05377,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,DR,DAU1,2018-07-22,14:32:00,Dropoff,30.183409,-97.940772,B-11.3C,36.617,2,0.0062,0.0031,20.0,0,0.0,115,4.2475,0
AMZ-05378,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,DS,DAU1,2018-07-22,14:32:00,Dropoff,30.177416,-97.921271,B-11.3G,36.062,1,0.0057,0.0057,33.0,0,0.0,76,4.2475,0
AMZ-05379,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,DT,DAU1,2018-07-22,14:32:00,Dropoff,30.188314,-97.968369,B-11.2A,37.868,1,0.0324,0.0324,75.0,0,0.0,163,4.2475,0
AMZ-05380,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,DU,DAU1,2018-07-22,14:32:00,Dropoff,30.205523,-97.938273,B-12.3H,34.539,1,0.0024,0.0024,51.0,0,0.0,20,4.2475,0
AMZ-05381,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,DX,DAU1,2018-07-22,14:32:00,Dropoff,30.178195,-97.96541,B-11.2A,38.543,1,0.0104,0.0104,72.0,0,0.0,162,4.2475,0
AMZ-05382,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,DY,DAU1,2018-07-22,14:32:00,Dropoff,30.180083,-97.958986,B-11.3A,37.99,1,0.0008,0.0008,55.0,0,0.0,156,4.2475,0
AMZ-05383,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,ED,DAU1,2018-07-22,14:32:00,Dropoff,30.185699,-97.923753,B-11.2J,35.442,1,0.0022,0.0022,63.0,0,0.0,43,4.2475,0
AMZ-05384,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,EI,DAU1,2018-07-22,14:32:00,Dropoff,30.188877,-97.920121,B-12.1J,34.952,1,0.0057,0.0057,62.0,0,0.0,36,4.2475,0
AMZ-05385,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,EK,DAU1,2018-07-22,14:32:00,Dropoff,30.158855,-97.939936,B-11.1C,38.779,2,0.0441,0.0221,38.0,0,0.0,125,4.2475,0
AMZ-05386,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,EQ,DAU1,2018-07-22,14:32:00,Dropoff,30.173059,-97.942875,B-11.2B,37.659,1,0.0013,0.0013,45.0,0,0.0,147,4.2475,0
AMZ-05387,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,ER,DAU1,2018-07-22,14:32:00,Dropoff,30.161277,-97.939415,B-11.2C,38.529,2,0.0041,0.0021,37.5,0,0.0,123,4.2475,0
AMZ-05388,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,EZ,DAU1,2018-07-22,14:32:00,Dropoff,30.210907,-97.915984,B-12.1H,32.741,2,0.0133,0.0066,47.0,0,0.0,2,4.2475,0
AMZ-05389,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,FA,DAU1,2018-07-22,14:32:00,Dropoff,30.20244,-97.937011,B-12.3H,34.728,1,0.0104,0.0104,45.0,0,0.0,17,4.2475,0
AMZ-05390,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,FB,DAU1,2018-07-22,14:32:00,Dropoff,30.184254,-97.960034,B-11.3A,37.695,1,0.0242,0.0242,65.0,0,0.0,158,4.2475,0
AMZ-05391,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,FG,DAU1,2018-07-22,14:32:00,Dropoff,30.186152,-97.931965,B-11.2D,35.865,1,0.0104,0.0104,35.0,0,0.0,109,4.2475,0
AMZ-05392,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,FM,DAU1,2018-07-22,14:32:00,Dropoff,30.185489,-97.920066,B-11.2E,35.257,1,0.0477,0.0477,35.0,0,0.0,95,4.2475,0
AMZ-05393,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,FP,DAU1,2018-07-22,14:32:00,Dropoff,30.156496,-97.934204,B-11.1C,38.685,1,0.0036,0.0036,84.0,0,0.0,135,4.2475,0
AMZ-05394,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,FS,DAU1,2018-07-22,14:32:00,Dropoff,30.211303,-97.91825,B-12.1H,32.838,3,0.0145,0.0048,49.7,0,0.0,3,4.2475,1
AMZ-05395,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,FY,DAU1,2018-07-22,14:32:00,Dropoff,30.187458,-97.925937,B-11.3J,35.406,1,0.0009,0.0009,56.0,0,0.0,49,4.2475,0
AMZ-05396,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,GC,DAU1,2018-07-22,14:32:00,Dropoff,30.193727,-97.959976,B-11.2A,36.885,1,0.0079,0.0079,82.0,0,0.0,165,4.2475,0
AMZ-05397,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,GD,DAU1,2018-07-22,14:32:00,Dropoff,30.162975,-97.940705,B-11.2C,38.446,1,0.0034,0.0034,41.0,0,0.0,119,4.2475,0
AMZ-05398,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,GI,DAU1,2018-07-22,14:32:00,Dropoff,30.179106,-97.92224,B-11.3G,35.959,1,0.0104,0.0104,46.0,0,0.0,79,4.2475,0
AMZ-05399,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,GP,DAU1,2018-07-22,14:32:00,Dropoff,30.204248,-97.938609,B-12.3H,34.669,1,0.0057,0.0057,38.0,0,0.0,19,4.2475,0
AMZ-05400,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,GS,DAU1,2018-07-22,14:32:00,Dropoff,30.187439,-97.92387,B-12.2J,35.291,1,0.0095,0.0095,50.0,0,0.0,32,4.2475,0
AMZ-05401,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,GW,DAU1,2018-07-22,14:32:00,Dropoff,30.199918,-97.925053,B-12.3H,34.241,1,0.0063,0.0063,12.0,0,0.0,16,4.2475,0
AMZ-05402,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,HA,DAU1,2018-07-22,14:32:00,Dropoff,30.176698,-97.919597,B-11.3G,36.037,1,0.0009,0.0009,85.0,0,0.0,75,4.2475,0
AMZ-05403,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,HH,DAU1,2018-07-22,14:32:00,Dropoff,30.186507,-97.922995,B-11.2J,35.327,2,0.0067,0.0034,45.5,0,0.0,45,4.2475,0
AMZ-05404,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,HQ,DAU1,2018-07-22,14:32:00,Dropoff,30.181634,-97.922713,B-11.2H,35.754,1,0.0055,0.0055,40.0,0,0.0,59,4.2475,0
AMZ-05405,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,HV,DAU1,2018-07-22,14:32:00,Dropoff,30.214424,-97.913411,B-12.1H,32.28,1,0.0025,0.0025,45.0,0,0.0,9,4.2475,0
AMZ-05406,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,HY,DAU1,2018-07-22,14:32:00,Dropoff,30.158907,-97.937809,B-11.1C,38.658,2,0.006,0.003,79.0,0,0.0,142,4.2475,0
AMZ-05407,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,HZ,DAU1,2018-07-22,14:32:00,Dropoff,30.192677,-97.916373,B-11.1D,34.399,1,0.0059,0.0059,26.0,0,0.0,103,4.2475,0
AMZ-05408,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,ID,DAU1,2018-07-22,14:32:00,Dropoff,30.20258,-97.937706,B-12.3H,34.758,1,0.0104,0.0104,68.0,0,0.0,18,4.2475,0
AMZ-05409,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,IF,DAU1,2018-07-22,14:32:00,Dropoff,30.180174,-97.954632,B-11.3B,37.72,3,0.0065,0.0022,17.0,0,0.0,153,4.2475,1
AMZ-05410,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,II,DAU1,2018-07-22,14:32:00,Dropoff,30.180489,-97.9168,B-11.1G,35.538,1,0.0057,0.0057,45.0,0,0.0,71,4.2475,0
AMZ-05411,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,IK,DAU1,2018-07-22,14:32:00,Dropoff,30.17075,-97.968861,B-11.2A,39.394,1,0.0095,0.0095,36.0,0,0.0,164,4.2475,0
AMZ-05412,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,IN,DAU1,2018-07-22,14:32:00,Dropoff,30.188579,-97.961294,B-11.3A,37.403,1,0.0009,0.0009,40.0,0,0.0,160,4.2475,0
AMZ-05413,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,IQ,DAU1,2018-07-22,14:32:00,Dropoff,30.214096,-97.922272,B-12.1H,32.832,1,0.0157,0.0157,132.0,0,0.0,6,4.2475,0
AMZ-05414,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,IS,DAU1,2018-07-22,14:32:00,Dropoff,30.187485,-97.924937,B-11.2J,35.347,3,0.0627,0.0209,36.7,0,0.0,48,4.2475,1
AMZ-05415,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,IX,DAU1,2018-07-22,14:32:00,Dropoff,30.179833,-97.920768,B-11.2H,35.812,3,0.0156,0.0052,27.3,0,0.0,65,4.2475,1
AMZ-05416,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,JB,DAU1,2018-07-22,14:32:00,Dropoff,30.187008,-97.923781,B-11.2J,35.325,2,0.006,0.003,30.5,0,0.0,46,4.2475,0
AMZ-05417,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,JT,DAU1,2018-07-22,14:32:00,Dropoff,30.191097,-97.948053,B-11.3D,36.377,1,0.0023,0.0023,26.0,0,0.0,112,4.2475,0
AMZ-05418,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,JW,DAU1,2018-07-22,14:32:00,Dropoff,30.156748,-97.947387,B-11.1B,39.382,1,0.0179,0.0179,10.0,0,0.0,144,4.2475,0
AMZ-05419,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,JX,DAU1,2018-07-22,14:32:00,Dropoff,30.178596,-97.919357,B-11.2G,35.85,1,0.009,0.009,33.0,0,0.0,73,4.2475,0
AMZ-05420,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,JZ,DAU1,2018-07-22,14:32:00,Dropoff,30.152858,-97.937031,B-11.1C,39.172,2,0.0312,0.0156,39.5,0,0.0,128,4.2475,0
AMZ-05421,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,KA,DAU1,2018-07-22,14:32:00,Dropoff,30.186993,-97.921611,B-12.1J,35.206,1,0.0034,0.0034,46.0,0,0.0,33,4.2475,0
AMZ-05422,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,KM,DAU1,2018-07-22,14:32:00,Dropoff,30.177135,-97.925346,B-11.3G,36.309,1,0.0014,0.0014,70.0,0,0.0,85,4.2475,0
AMZ-05423,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,KP,DAU1,2018-07-22,14:32:00,Dropoff,30.210599,-97.91537,B-12.1H,32.733,2,0.0442,0.0221,159.0,0,0.0,1,4.2475,1
AMZ-05424,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,KR,DAU1,2018-07-22,14:32:00,Dropoff,30.192577,-97.918204,B-11.1D,34.51,3,0.033,0.011,41.3,0,0.0,100,4.2475,1
AMZ-05425,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,KW,DAU1,2018-07-22,14:32:00,Dropoff,30.186179,-97.925234,B-11.3J,35.481,2,0.0073,0.0037,27.5,0,0.0,50,4.2475,0
AMZ-05426,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,KY,DAU1,2018-07-22,14:32:00,Dropoff,30.153933,-97.936641,B-11.1C,39.052,1,0.0031,0.0031,26.0,0,0.0,139,4.2475,0
AMZ-05427,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,LG,DAU1,2018-07-22,14:32:00,Dropoff,30.186476,-97.927801,B-11.3H,35.599,1,0.0104,0.0104,62.0,0,0.0,52,4.2475,0
AMZ-05428,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,LL,DAU1,2018-07-22,14:32:00,Dropoff,30.188387,-97.94135,B-11.3D,36.212,1,0.0034,0.0034,24.0,0,0.0,111,4.2475,0
AMZ-05429,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,LU,DAU1,2018-07-22,14:32:00,Dropoff,30.156254,-97.948389,B-11.1B,39.483,1,0.0045,0.0045,35.0,0,0.0,143,4.2475,0
AMZ-05430,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,LX,DAU1,2018-07-22,14:32:00,Dropoff,30.191545,-97.915755,B-11.1D,34.468,1,0.0053,0.0053,21.0,0,0.0,105,4.2475,0
AMZ-05431,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,MA,DAU1,2018-07-22,14:32:00,Dropoff,30.212773,-97.91292,B-12.1H,32.398,2,0.0116,0.0058,27.0,0,0.0,10,4.2475,0
AMZ-05432,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,MJ,DAU1,2018-07-22,14:32:00,Dropoff,30.188396,-97.926623,B-12.3J,35.36,1,0.0928,0.0928,64.0,0,0.0,26,4.2475,0
AMZ-05433,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,ML,DAU1,2018-07-22,14:32:00,Dropoff,30.18622,-97.92322,B-11.2J,35.365,1,0.0057,0.0057,41.0,0,0.0,44,4.2475,0
AMZ-05434,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,NA,DAU1,2018-07-22,14:32:00,Dropoff,30.186048,-97.920511,B-11.2E,35.231,2,0.0173,0.0086,39.0,0,0.0,96,4.2475,0
AMZ-05435,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,ND,DAU1,2018-07-22,14:32:00,Dropoff,30.178463,-97.922006,B-11.3G,36.005,1,0.0095,0.0095,45.0,0,0.0,78,4.2475,0
AMZ-05436,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,NE,DAU1,2018-07-22,14:32:00,Dropoff,30.163509,-97.940198,B-11.2C,38.369,2,0.0243,0.0121,23.0,0,0.0,118,4.2475,0
AMZ-05437,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,NG,DAU1,2018-07-22,14:32:00,Dropoff,30.191641,-97.918191,B-11.1E,34.594,1,0.0014,0.0014,40.0,0,0.0,99,4.2475,0
AMZ-05438,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,NH,DAU1,2018-07-22,14:32:00,Dropoff,30.214201,-97.922461,B-12.1H,32.834,1,0.0095,0.0095,67.0,0,0.0,7,4.2475,0
AMZ-05439,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,NL,DAU1,2018-07-22,14:32:00,Dropoff,30.179212,-97.920296,B-11.2G,35.844,1,0.0021,0.0021,31.0,0,0.0,74,4.2475,0
AMZ-05440,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,NN,DAU1,2018-07-22,14:32:00,Dropoff,30.180823,-97.917923,B-11.1H,35.567,2,0.0051,0.0026,50.0,0,0.0,70,4.2475,0
AMZ-05441,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,NZ,DAU1,2018-07-22,14:32:00,Dropoff,30.184255,-97.919351,B-11.3E,35.33,1,0.0429,0.0429,89.0,0,0.0,86,4.2475,0
AMZ-05442,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,OB,DAU1,2018-07-22,14:32:00,Dropoff,30.185961,-97.927837,B-11.3H,35.648,2,0.0162,0.0081,30.5,0,0.0,53,4.2475,0
AMZ-05443,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,OE,DAU1,2018-07-22,14:32:00,Dropoff,30.192916,-97.932313,B-11.2D,35.283,1,0.0032,0.0032,45.0,0,0.0,108,4.2475,0
AMZ-05444,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,OL,DAU1,2018-07-22,14:32:00,Dropoff,30.18028,-97.956963,B-11.3A,37.85,1,0.0104,0.0104,54.0,0,0.0,155,4.2475,0
AMZ-05445,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,ON,DAU1,2018-07-22,14:32:00,Dropoff,30.175362,-97.925631,B-11.3G,36.487,1,0.0018,0.0018,66.0,0,0.0,84,4.2475,0
AMZ-05446,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,OR,DAU1,2018-07-22,14:32:00,Dropoff,30.185645,-97.919073,B-11.2E,35.188,2,0.026,0.013,15.5,0,0.0,94,4.2475,0
AMZ-05447,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,OT,DAU1,2018-07-22,14:32:00,Dropoff,30.183372,-97.927132,B-11.3H,35.841,1,0.0092,0.0092,59.0,0,0.0,56,4.2475,0
AMZ-05448,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,OV,DAU1,2018-07-22,14:32:00,Dropoff,30.182821,-97.926908,B-11.3H,35.879,1,0.0242,0.0242,51.0,0,0.0,57,4.2475,0
AMZ-05449,RouteID_59f3a83d-63b5-42fe-a18e-9eb145ef1ca1,OW,DAU1,2018-07-22,14:32:00,Dropoff,30.168842,-97.943923,B-11.2B,38.097,1,0.0157,0.0157,28.0,0,0.0,145,4.2475,0
